104.19.181.51:2096#CF优选IP 13ms
104.27.79.156:2083#CF优选IP 385ms
104.25.97.191:2083#CF优选IP 385ms
104.19.73.38:2087#CF优选IP 385ms
104.25.162.81:2087#CF优选IP 385ms
104.19.114.34:2087#CF优选IP 385ms
104.19.65.116:2087#CF优选IP 385ms
104.25.49.141:2087#CF优选IP 385ms
162.159.32.138:2087#CF优选IP 385ms
104.19.81.252:2087#CF优选IP 385ms
104.25.7.169:2087#CF优选IP 385ms
104.27.53.245:2087#CF优选IP 385ms
104.25.175.101:2096#CF优选IP 385ms
104.27.69.112:2096#CF优选IP 385ms
104.20.49.145:2096#CF优选IP 385ms
104.24.3.181:2096#CF优选IP 385ms
104.25.247.38:2096#CF优选IP 385ms
104.27.51.6:2096#CF优选IP 385ms
104.24.181.90:2096#CF优选IP 385ms
162.159.24.25:2096#CF优选IP 385ms
172.67.116.7:2096#CF优选IP 385ms
104.25.111.7:2096#CF优选IP 385ms
104.19.18.192:2096#CF优选IP 385ms
104.24.51.78:2096#CF优选IP 385ms
104.27.106.192:443#CF优选IP 386ms
162.159.45.19:443#CF优选IP 386ms
104.25.177.146:443#CF优选IP 386ms
104.24.90.254:443#CF优选IP 386ms
104.20.58.237:443#CF优选IP 386ms
104.25.167.124:443#CF优选IP 386ms
104.27.62.160:443#CF优选IP 386ms
162.159.242.192:443#CF优选IP 386ms
104.24.221.7:443#CF优选IP 386ms
104.24.166.32:443#CF优选IP 386ms
104.25.123.24:443#CF优选IP 386ms
104.25.21.145:443#CF优选IP 386ms
104.16.10.65:2053#CF优选IP 386ms
104.24.75.126:2053#CF优选IP 386ms
162.159.60.32:2053#CF优选IP 386ms
104.24.192.98:2053#CF优选IP 386ms
104.20.55.251:2053#CF优选IP 386ms
104.25.169.135:2053#CF优选IP 386ms
104.25.198.160:2053#CF优选IP 386ms
104.24.180.69:2083#CF优选IP 386ms
104.25.170.125:2083#CF优选IP 386ms
104.27.17.48:2083#CF优选IP 386ms
104.25.202.95:2083#CF优选IP 386ms
104.24.131.111:2083#CF优选IP 386ms
104.25.1.115:2083#CF优选IP 386ms
104.24.208.124:2083#CF优选IP 386ms
104.25.162.83:2083#CF优选IP 386ms
104.25.109.67:2083#CF优选IP 386ms
104.24.10.168:2083#CF优选IP 386ms
172.67.118.194:2083#CF优选IP 386ms
104.17.158.4:2083#CF优选IP 386ms
104.19.1.158:2083#CF优选IP 386ms
104.20.38.8:2083#CF优选IP 386ms
104.20.57.98:2083#CF优选IP 386ms
104.24.89.186:2083#CF优选IP 386ms
104.24.65.37:2083#CF优选IP 386ms
104.25.138.217:2083#CF优选IP 386ms
104.25.205.192:2083#CF优选IP 386ms
104.24.18.22:2083#CF优选IP 386ms
104.27.45.93:2083#CF优选IP 386ms
162.159.22.240:2083#CF优选IP 386ms
104.24.240.141:2087#CF优选IP 386ms
104.19.73.69:2087#CF优选IP 386ms
104.19.67.170:2087#CF优选IP 386ms
104.18.142.172:2087#CF优选IP 386ms
104.24.183.11:2087#CF优选IP 386ms
104.24.84.253:2087#CF优选IP 386ms
172.66.169.118:2087#CF优选IP 386ms
104.25.46.180:2096#CF优选IP 386ms
172.66.43.112:2096#CF优选IP 386ms
104.25.168.113:2096#CF优选IP 386ms
104.27.90.223:2096#CF优选IP 386ms
104.19.51.195:2096#CF优选IP 386ms
104.25.104.117:2096#CF优选IP 386ms
104.19.42.29:2096#CF优选IP 386ms
162.159.18.215:2096#CF优选IP 386ms
162.159.130.127:2096#CF优选IP 386ms
104.17.39.173:2096#CF优选IP 386ms
104.24.162.196:2096#CF优选IP 386ms
172.67.105.251:2096#CF优选IP 386ms
104.24.23.54:443#CF优选IP 387ms
104.24.8.23:443#CF优选IP 387ms
104.25.137.171:443#CF优选IP 387ms
172.66.165.127:443#CF优选IP 387ms
104.25.199.15:443#CF优选IP 387ms
104.18.4.59:443#CF优选IP 387ms
104.24.31.231:443#CF优选IP 387ms
172.67.127.139:443#CF优选IP 387ms
162.159.133.111:443#CF优选IP 387ms
104.19.199.242:443#CF优选IP 387ms
104.24.9.84:443#CF优选IP 387ms
172.66.153.247:443#CF优选IP 387ms
104.16.120.33:443#CF优选IP 387ms
172.66.162.152:443#CF优选IP 387ms
104.17.118.218:443#CF优选IP 387ms
104.18.39.144:2053#CF优选IP 387ms
104.18.36.109:2053#CF优选IP 387ms
104.25.250.220:2053#CF优选IP 387ms
162.159.252.95:2053#CF优选IP 387ms
104.27.6.241:2053#CF优选IP 387ms
104.27.126.49:2053#CF优选IP 387ms
104.19.80.234:2053#CF优选IP 387ms
104.20.14.86:2053#CF优选IP 387ms
104.24.89.92:2053#CF优选IP 387ms
104.24.90.2:2053#CF优选IP 387ms
172.66.145.70:2053#CF优选IP 387ms
104.25.73.166:2083#CF优选IP 387ms
172.66.164.131:2083#CF优选IP 387ms
104.17.192.59:2083#CF优选IP 387ms
104.19.121.35:2083#CF优选IP 387ms
162.159.32.143:2083#CF优选IP 387ms
104.19.34.22:2083#CF优选IP 387ms
104.20.61.44:2083#CF优选IP 387ms
104.24.95.237:2083#CF优选IP 387ms
104.24.28.107:2083#CF优选IP 387ms
104.16.201.34:2083#CF优选IP 387ms
104.24.4.110:2083#CF优选IP 387ms
104.24.76.109:2083#CF优选IP 387ms
104.25.8.170:2083#CF优选IP 387ms
104.24.37.227:2087#CF优选IP 387ms
104.24.27.191:2087#CF优选IP 387ms
104.27.0.212:2087#CF优选IP 387ms
162.159.130.142:2087#CF优选IP 387ms
104.20.2.246:2087#CF优选IP 387ms
104.25.251.251:2087#CF优选IP 387ms
104.18.44.94:2087#CF优选IP 387ms
104.27.23.39:2087#CF优选IP 387ms
104.18.42.120:2087#CF优选IP 387ms
104.19.207.158:2087#CF优选IP 387ms
104.27.17.174:2087#CF优选IP 387ms
104.27.91.122:2087#CF优选IP 387ms
104.16.28.23:2096#CF优选IP 387ms
104.16.156.131:2096#CF优选IP 387ms
104.25.248.242:2096#CF优选IP 387ms
162.159.50.166:2096#CF优选IP 387ms
104.20.54.53:2096#CF优选IP 387ms
104.24.187.154:2096#CF优选IP 387ms
172.66.2.57:2096#CF优选IP 387ms
104.24.91.186:443#CF优选IP 388ms
104.25.254.162:443#CF优选IP 388ms
104.27.62.36:443#CF优选IP 388ms
104.27.91.192:443#CF优选IP 388ms
104.19.32.226:443#CF优选IP 388ms
104.24.221.128:443#CF优选IP 388ms
104.25.23.88:443#CF优选IP 388ms
104.20.9.58:443#CF优选IP 388ms
172.67.95.248:443#CF优选IP 388ms
104.18.28.159:443#CF优选IP 388ms
104.24.128.191:443#CF优选IP 388ms
104.25.207.10:443#CF优选IP 388ms
104.27.113.97:443#CF优选IP 388ms
104.19.15.170:2053#CF优选IP 388ms
104.18.40.62:2053#CF优选IP 388ms
104.17.219.36:2053#CF优选IP 388ms
172.66.204.150:2053#CF优选IP 388ms
104.19.67.167:2053#CF优选IP 388ms
104.25.6.48:2053#CF优选IP 388ms
172.66.216.29:2053#CF优选IP 388ms
104.19.113.144:2053#CF优选IP 388ms
104.25.65.129:2053#CF优选IP 388ms
104.25.67.157:2053#CF优选IP 388ms
104.24.47.130:2053#CF优选IP 388ms
104.24.212.193:2053#CF优选IP 388ms
104.27.2.154:2053#CF优选IP 388ms
104.25.108.163:2053#CF优选IP 388ms
172.66.169.30:2053#CF优选IP 388ms
172.67.82.238:2053#CF优选IP 388ms
104.25.147.157:2053#CF优选IP 388ms
104.27.68.124:2083#CF优选IP 388ms
104.19.107.127:2083#CF优选IP 388ms
162.159.1.31:2083#CF优选IP 388ms
104.24.195.228:2083#CF优选IP 388ms
162.159.255.167:2083#CF优选IP 388ms
104.24.161.53:2083#CF优选IP 388ms
172.67.83.32:2083#CF优选IP 388ms
104.20.46.30:2087#CF优选IP 388ms
104.24.93.251:2087#CF优选IP 388ms
104.25.224.132:2087#CF优选IP 388ms
104.25.188.71:2087#CF优选IP 388ms
104.25.72.224:2087#CF优选IP 388ms
104.24.222.227:2087#CF优选IP 388ms
162.159.236.244:2087#CF优选IP 388ms
104.25.124.144:2087#CF优选IP 388ms
104.18.12.222:2087#CF优选IP 388ms
104.19.157.184:2087#CF优选IP 388ms
104.27.98.182:2087#CF优选IP 388ms
104.24.71.51:2087#CF优选IP 388ms
172.66.205.218:2087#CF优选IP 388ms
104.25.37.101:2096#CF优选IP 388ms
162.159.201.21:2096#CF优选IP 388ms
104.27.81.70:2096#CF优选IP 388ms
104.25.6.162:2096#CF优选IP 388ms
104.24.134.185:2096#CF优选IP 388ms
162.159.255.62:2096#CF优选IP 388ms
104.18.181.230:2096#CF优选IP 388ms
104.25.13.232:443#CF优选IP 389ms
104.27.71.240:443#CF优选IP 389ms
104.27.38.124:443#CF优选IP 389ms
104.24.25.253:443#CF优选IP 389ms
104.19.23.144:443#CF优选IP 389ms
104.19.251.232:443#CF优选IP 389ms
104.27.96.70:443#CF优选IP 389ms
172.67.127.219:443#CF优选IP 389ms
104.24.157.91:2053#CF优选IP 389ms
104.24.134.90:2053#CF优选IP 389ms
104.25.203.181:2053#CF优选IP 389ms
104.18.42.33:2053#CF优选IP 389ms
162.159.25.101:2053#CF优选IP 389ms
104.20.51.123:2053#CF优选IP 389ms
104.25.151.51:2053#CF优选IP 389ms
104.17.39.41:2053#CF优选IP 389ms
104.18.29.241:2053#CF优选IP 389ms
104.19.31.245:2053#CF优选IP 389ms
104.24.177.55:2053#CF优选IP 389ms
104.19.67.174:2053#CF优选IP 389ms
104.19.103.180:2053#CF优选IP 389ms
104.19.76.213:2053#CF优选IP 389ms
104.25.42.163:2053#CF优选IP 389ms
162.159.236.3:2053#CF优选IP 389ms
104.27.28.102:2083#CF优选IP 389ms
104.25.42.108:2083#CF优选IP 389ms
104.27.55.35:2083#CF优选IP 389ms
104.27.96.101:2083#CF优选IP 389ms
104.25.228.172:2083#CF优选IP 389ms
162.159.41.48:2083#CF优选IP 389ms
104.18.30.79:2083#CF优选IP 389ms
104.18.161.250:2083#CF优选IP 389ms
104.25.202.217:2083#CF优选IP 389ms
172.66.129.24:2083#CF优选IP 389ms
172.66.170.123:2083#CF优选IP 389ms
104.19.8.56:2087#CF优选IP 389ms
104.19.31.208:2087#CF优选IP 389ms
104.24.57.109:2087#CF优选IP 389ms
104.27.21.157:2087#CF优选IP 389ms
104.25.113.220:2087#CF优选IP 389ms
162.159.2.95:2087#CF优选IP 389ms
104.27.48.138:2087#CF优选IP 389ms
104.25.85.210:2087#CF优选IP 389ms
172.67.87.158:2087#CF优选IP 389ms
104.19.49.221:2087#CF优选IP 389ms
162.159.14.236:2087#CF优选IP 389ms
104.25.163.64:2096#CF优选IP 389ms
104.24.8.245:2096#CF优选IP 389ms
104.25.64.129:2096#CF优选IP 389ms
104.18.27.75:2096#CF优选IP 389ms
104.19.3.34:2096#CF优选IP 389ms
104.19.78.168:2096#CF优选IP 389ms
104.24.234.95:2096#CF优选IP 389ms
104.27.43.59:2096#CF优选IP 389ms
104.25.228.211:2096#CF优选IP 389ms
172.66.173.159:2096#CF优选IP 389ms
162.159.62.136:2096#CF优选IP 389ms
104.19.98.223:2096#CF优选IP 389ms
104.19.122.94:2053#CF优选IP 390ms
162.159.6.249:2053#CF优选IP 390ms
104.20.46.76:2053#CF优选IP 390ms
104.25.255.52:2053#CF优选IP 390ms
104.25.229.137:2053#CF优选IP 390ms
172.67.107.50:2053#CF优选IP 390ms
104.25.174.46:2053#CF优选IP 390ms
104.19.80.107:2083#CF优选IP 390ms
104.27.34.185:2083#CF优选IP 390ms
172.67.108.193:2083#CF优选IP 390ms
104.27.40.25:2083#CF优选IP 390ms
162.159.153.101:2083#CF优选IP 390ms
104.27.27.231:2083#CF优选IP 390ms
104.19.111.29:2083#CF优选IP 390ms
104.18.35.176:2083#CF优选IP 390ms
104.19.24.120:2083#CF优选IP 390ms
104.25.89.208:2083#CF优选IP 390ms
172.67.102.236:2083#CF优选IP 390ms
104.16.241.165:2083#CF优选IP 390ms
162.159.255.57:2083#CF优选IP 390ms
104.27.40.117:2053#CF优选IP 390ms
104.25.174.39:2053#CF优选IP 390ms
104.19.14.102:2053#CF优选IP 390ms
104.24.197.10:2053#CF优选IP 390ms
104.25.33.25:2053#CF优选IP 390ms
104.17.153.207:2053#CF优选IP 390ms
104.27.79.207:2053#CF优选IP 390ms
104.24.5.54:2053#CF优选IP 390ms
104.25.232.52:2053#CF优选IP 390ms
104.19.25.8:2053#CF优选IP 390ms
104.24.90.204:2053#CF优选IP 390ms
104.24.77.95:2087#CF优选IP 390ms
172.66.148.3:2087#CF优选IP 390ms
104.25.173.112:2087#CF优选IP 390ms
104.24.139.36:2087#CF优选IP 390ms
104.24.195.4:2087#CF优选IP 390ms
104.25.69.205:2087#CF优选IP 390ms
104.18.22.63:2087#CF优选IP 390ms
104.18.93.152:2087#CF优选IP 390ms
104.19.83.0:2087#CF优选IP 390ms
104.27.111.135:2096#CF优选IP 390ms
104.25.170.113:2096#CF优选IP 390ms
104.24.65.40:2096#CF优选IP 390ms
104.27.69.228:2096#CF优选IP 390ms
104.24.188.23:2096#CF优选IP 390ms
104.24.26.198:2096#CF优选IP 390ms
104.25.42.128:2096#CF优选IP 390ms
162.159.6.167:2096#CF优选IP 390ms
104.24.200.120:2096#CF优选IP 390ms
104.25.200.79:2096#CF优选IP 390ms
104.25.139.10:2096#CF优选IP 390ms
104.27.6.158:2096#CF优选IP 390ms
104.24.47.88:443#CF优选IP 391ms
104.24.177.22:443#CF优选IP 391ms
172.66.175.143:443#CF优选IP 391ms
104.18.2.60:443#CF优选IP 391ms
104.27.66.82:443#CF优选IP 391ms
162.159.17.43:443#CF优选IP 391ms
104.25.115.86:2053#CF优选IP 391ms
104.25.13.21:2053#CF优选IP 391ms
104.24.228.68:2053#CF优选IP 391ms
104.24.13.3:2053#CF优选IP 391ms
104.17.106.102:2053#CF优选IP 391ms
172.66.157.49:2053#CF优选IP 391ms
104.24.60.74:2053#CF优选IP 391ms
104.25.14.147:2053#CF优选IP 391ms
104.27.120.73:2053#CF优选IP 391ms
104.19.203.110:2083#CF优选IP 391ms
104.24.222.17:2083#CF优选IP 391ms
104.24.154.247:2083#CF优选IP 391ms
104.24.241.250:2083#CF优选IP 391ms
104.27.125.100:2083#CF优选IP 391ms
104.20.55.204:2087#CF优选IP 391ms
104.24.246.240:2087#CF优选IP 391ms
172.67.95.183:2087#CF优选IP 391ms
104.27.111.254:2087#CF优选IP 391ms
104.18.19.83:2087#CF优选IP 391ms
104.17.208.189:2087#CF优选IP 391ms
104.19.255.150:2087#CF优选IP 391ms
172.66.129.213:2087#CF优选IP 391ms
172.67.95.81:2087#CF优选IP 391ms
104.19.102.44:2087#CF优选IP 391ms
104.27.104.226:2087#CF优选IP 391ms
104.24.162.190:2087#CF优选IP 391ms
104.25.189.87:2087#CF优选IP 391ms
104.25.254.78:2087#CF优选IP 391ms
172.67.92.2:2096#CF优选IP 391ms
104.25.69.150:2096#CF优选IP 391ms
104.25.228.11:2096#CF优选IP 391ms
104.25.72.76:2096#CF优选IP 391ms
104.24.177.182:2096#CF优选IP 391ms
104.16.71.95:2096#CF优选IP 391ms
104.24.80.229:2096#CF优选IP 391ms
104.24.33.179:2096#CF优选IP 391ms
104.27.37.103:2096#CF优选IP 391ms
104.17.114.249:2096#CF优选IP 391ms
104.24.1.104:2096#CF优选IP 392ms
104.27.118.5:443#CF优选IP 392ms
104.27.64.245:443#CF优选IP 392ms
104.18.16.77:443#CF优选IP 392ms
104.27.110.233:443#CF优选IP 392ms
162.159.36.43:443#CF优选IP 392ms
104.18.7.193:443#CF优选IP 392ms
104.19.126.149:443#CF优选IP 392ms
104.25.33.75:443#CF优选IP 392ms
104.19.115.18:443#CF优选IP 392ms
104.20.10.32:443#CF优选IP 392ms
172.67.80.186:443#CF优选IP 392ms
104.27.118.79:2053#CF优选IP 392ms
104.19.44.164:2053#CF优选IP 392ms
172.66.214.152:2053#CF优选IP 392ms
104.24.49.39:2083#CF优选IP 392ms
104.27.80.167:2083#CF优选IP 392ms
104.19.49.36:2083#CF优选IP 392ms
104.20.56.117:2083#CF优选IP 392ms
172.66.154.90:2083#CF优选IP 392ms
162.159.45.157:2083#CF优选IP 392ms
172.67.122.107:2083#CF优选IP 392ms
104.19.99.18:2083#CF优选IP 392ms
104.20.8.90:2083#CF优选IP 392ms
104.24.246.138:2083#CF优选IP 392ms
104.25.214.196:2083#CF优选IP 392ms
104.27.61.112:2083#CF优选IP 392ms
104.16.91.166:2083#CF优选IP 392ms
162.159.22.220:2087#CF优选IP 392ms
104.25.134.184:2087#CF优选IP 392ms
104.27.47.235:2087#CF优选IP 392ms
104.25.218.180:2087#CF优选IP 392ms
172.66.211.205:2087#CF优选IP 392ms
104.16.72.108:2087#CF优选IP 392ms
104.24.132.16:2087#CF优选IP 392ms
104.27.68.59:2087#CF优选IP 392ms
172.67.86.198:2096#CF优选IP 392ms
104.19.95.213:2096#CF优选IP 392ms
104.25.182.64:2096#CF优选IP 392ms
104.25.13.222:2096#CF优选IP 392ms
104.24.200.131:2096#CF优选IP 392ms
104.25.165.248:2096#CF优选IP 392ms
172.66.167.239:2096#CF优选IP 392ms
104.17.220.2:2096#CF优选IP 392ms
104.24.181.109:2096#CF优选IP 392ms
104.24.199.153:2096#CF优选IP 392ms
104.25.100.197:2096#CF优选IP 392ms
172.66.204.124:2096#CF优选IP 392ms
104.16.81.178:2096#CF优选IP 392ms
172.66.136.77:443#CF优选IP 393ms
104.24.218.216:443#CF优选IP 393ms
104.27.1.40:443#CF优选IP 393ms
104.24.30.79:443#CF优选IP 393ms
162.159.22.93:443#CF优选IP 393ms
104.24.4.165:443#CF优选IP 393ms
104.25.81.6:443#CF优选IP 393ms
104.25.40.157:443#CF优选IP 393ms
104.19.96.189:2053#CF优选IP 393ms
104.24.155.134:2053#CF优选IP 393ms
104.25.246.108:2053#CF优选IP 393ms
104.17.16.23:2053#CF优选IP 393ms
104.19.66.132:2053#CF优选IP 393ms
162.159.20.132:2053#CF优选IP 393ms
104.20.62.50:2053#CF优选IP 393ms
104.17.82.226:2053#CF优选IP 393ms
104.24.42.82:2053#CF优选IP 393ms
104.25.151.227:2083#CF优选IP 393ms
162.159.153.214:2083#CF优选IP 393ms
172.66.206.95:2083#CF优选IP 393ms
104.19.79.165:2083#CF优选IP 393ms
104.24.197.245:2083#CF优选IP 393ms
104.16.161.212:2083#CF优选IP 393ms
104.17.131.6:2083#CF优选IP 393ms
172.67.115.192:2083#CF优选IP 393ms
104.17.229.103:2083#CF优选IP 393ms
172.66.149.194:2087#CF优选IP 393ms
104.24.236.9:2087#CF优选IP 393ms
104.24.226.33:2087#CF优选IP 393ms
172.66.215.148:2087#CF优选IP 393ms
104.16.88.204:2087#CF优选IP 393ms
104.16.26.225:2096#CF优选IP 393ms
104.17.37.0:2096#CF优选IP 393ms
104.19.47.151:2096#CF优选IP 393ms
104.27.53.251:2096#CF优选IP 393ms
104.24.29.22:2096#CF优选IP 393ms
104.18.187.178:2096#CF优选IP 393ms
104.25.77.201:2096#CF优选IP 393ms
172.67.92.130:2096#CF优选IP 393ms
104.25.179.182:2096#CF优选IP 394ms
104.18.43.71:443#CF优选IP 394ms
104.24.202.190:443#CF优选IP 394ms
162.159.138.58:443#CF优选IP 394ms
104.19.235.196:443#CF优选IP 394ms
172.66.204.34:443#CF优选IP 394ms
104.17.107.202:2053#CF优选IP 394ms
104.24.179.34:2053#CF优选IP 394ms
104.16.6.187:2053#CF优选IP 394ms
104.24.233.217:2053#CF优选IP 394ms
104.24.39.149:2053#CF优选IP 394ms
104.25.109.50:2053#CF优选IP 394ms
104.19.126.64:2053#CF优选IP 394ms
104.25.108.120:2053#CF优选IP 394ms
104.27.126.138:2083#CF优选IP 394ms
172.67.97.176:2083#CF优选IP 394ms
104.16.70.92:2083#CF优选IP 394ms
104.18.35.110:2083#CF优选IP 394ms
104.16.138.178:2083#CF优选IP 394ms
104.24.58.157:2083#CF优选IP 394ms
104.18.97.130:2083#CF优选IP 394ms
104.27.43.146:2083#CF优选IP 394ms
104.16.168.147:2083#CF优选IP 394ms
104.19.217.185:2083#CF优选IP 394ms
104.25.227.35:2087#CF优选IP 394ms
104.19.48.42:2087#CF优选IP 394ms
104.25.214.111:2087#CF优选IP 394ms
104.20.55.143:2087#CF优选IP 394ms
162.159.251.93:2096#CF优选IP 394ms
104.19.56.146:443#CF优选IP 395ms
104.20.43.112:443#CF优选IP 395ms
104.16.79.119:443#CF优选IP 395ms
162.159.128.206:443#CF优选IP 395ms
104.25.75.162:443#CF优选IP 395ms
104.24.74.109:443#CF优选IP 395ms
104.16.85.183:443#CF优选IP 395ms
104.16.183.26:2053#CF优选IP 395ms
104.24.74.34:2053#CF优选IP 395ms
104.27.43.90:2053#CF优选IP 395ms
104.16.76.129:2053#CF优选IP 395ms
104.18.218.86:2053#CF优选IP 395ms
104.25.208.232:2053#CF优选IP 395ms
104.27.111.203:2053#CF优选IP 395ms
162.159.142.154:2053#CF优选IP 395ms
104.24.241.68:2053#CF优选IP 395ms
104.16.193.129:2053#CF优选IP 395ms
104.24.133.104:2083#CF优选IP 395ms
104.18.64.93:2083#CF优选IP 395ms
104.20.40.127:2083#CF优选IP 395ms
104.24.13.174:2083#CF优选IP 395ms
104.19.176.138:2083#CF优选IP 395ms
162.159.62.103:2083#CF优选IP 395ms
104.19.170.67:2083#CF优选IP 395ms
104.24.11.107:2083#CF优选IP 395ms
104.24.176.80:2083#CF优选IP 395ms
172.66.207.86:2083#CF优选IP 395ms
104.25.44.80:2087#CF优选IP 395ms
104.20.11.47:2087#CF优选IP 395ms
104.19.34.227:2087#CF优选IP 395ms
162.159.2.45:2087#CF优选IP 395ms
104.27.113.245:2087#CF优选IP 395ms
162.159.134.93:2087#CF优选IP 395ms
104.25.152.180:2096#CF优选IP 395ms
104.19.55.87:2096#CF优选IP 395ms
104.27.35.193:2096#CF优选IP 395ms
104.18.139.98:2096#CF优选IP 395ms
104.19.183.156:2096#CF优选IP 395ms
104.27.115.52:2096#CF优选IP 395ms
172.67.92.28:2096#CF优选IP 395ms
104.16.97.120:2096#CF优选IP 395ms
104.19.116.21:2096#CF优选IP 395ms
104.25.47.225:2096#CF优选IP 395ms
104.24.60.214:443#CF优选IP 396ms
104.25.61.83:443#CF优选IP 396ms
104.27.47.58:443#CF优选IP 396ms
104.24.169.255:2053#CF优选IP 396ms
172.66.148.9:2053#CF优选IP 396ms
104.18.233.183:2053#CF优选IP 396ms
104.27.27.58:2053#CF优选IP 396ms
104.17.79.53:2053#CF优选IP 396ms
104.20.35.0:2053#CF优选IP 396ms
172.66.216.23:2053#CF优选IP 396ms
104.25.145.47:2083#CF优选IP 396ms
104.17.78.218:2083#CF优选IP 396ms
104.25.123.33:2083#CF优选IP 396ms
104.24.195.180:2083#CF优选IP 396ms
162.159.50.228:2083#CF优选IP 396ms
104.24.87.24:2083#CF优选IP 396ms
104.27.2.93:2083#CF优选IP 396ms
104.18.248.13:2087#CF优选IP 396ms
104.17.250.213:443#CF优选IP 397ms
172.66.142.16:443#CF优选IP 397ms
104.24.202.247:443#CF优选IP 397ms
104.16.105.173:2053#CF优选IP 397ms
104.19.205.34:2053#CF优选IP 397ms
104.27.1.62:2053#CF优选IP 397ms
104.24.176.55:2053#CF优选IP 397ms
104.25.91.1:2053#CF优选IP 397ms
104.27.12.83:2053#CF优选IP 397ms
104.24.190.111:2083#CF优选IP 397ms
104.25.170.69:2083#CF优选IP 397ms
172.66.154.27:2083#CF优选IP 397ms
104.25.192.209:2087#CF优选IP 397ms
104.25.235.145:2087#CF优选IP 397ms
104.27.24.54:2087#CF优选IP 397ms
104.19.196.205:2087#CF优选IP 397ms
104.24.133.158:2087#CF优选IP 397ms
162.159.243.86:2087#CF优选IP 397ms
104.24.12.215:2087#CF优选IP 397ms
104.24.82.26:2087#CF优选IP 397ms
162.159.41.15:2096#CF优选IP 397ms
104.27.42.229:2096#CF优选IP 397ms
172.66.167.118:2096#CF优选IP 397ms
162.159.142.86:2096#CF优选IP 397ms
104.27.3.117:2096#CF优选IP 397ms
104.27.106.84:443#CF优选IP 398ms
172.66.176.106:443#CF优选IP 398ms
104.18.10.244:443#CF优选IP 398ms
104.17.89.173:443#CF优选IP 398ms
104.19.99.85:2053#CF优选IP 398ms
104.17.8.91:2053#CF优选IP 398ms
104.20.44.72:2083#CF优选IP 398ms
104.25.155.111:2083#CF优选IP 398ms
104.27.13.65:2083#CF优选IP 398ms
104.17.25.132:2083#CF优选IP 398ms
104.25.5.43:2083#CF优选IP 398ms
104.25.73.253:2083#CF优选IP 398ms
104.19.11.96:2083#CF优选IP 398ms
104.25.157.193:2087#CF优选IP 398ms
104.27.123.149:2087#CF优选IP 398ms
104.16.173.79:2087#CF优选IP 398ms
104.25.27.93:2087#CF优选IP 398ms
162.159.253.18:2087#CF优选IP 398ms
104.18.29.112:2096#CF优选IP 398ms
104.25.163.114:2096#CF优选IP 398ms
104.24.180.172:2096#CF优选IP 398ms
104.20.42.99:2096#CF优选IP 398ms
162.159.48.71:2096#CF优选IP 398ms
104.16.49.208:443#CF优选IP 399ms
104.17.137.129:443#CF优选IP 399ms
104.19.125.242:2053#CF优选IP 399ms
104.27.49.61:2053#CF优选IP 399ms
104.25.252.146:2053#CF优选IP 399ms
104.16.157.222:2083#CF优选IP 399ms
104.25.28.200:2083#CF优选IP 399ms
104.27.196.242:2087#CF优选IP 399ms
104.24.174.56:2087#CF优选IP 399ms
104.17.45.134:2087#CF优选IP 399ms
104.25.14.123:2087#CF优选IP 399ms
104.17.47.237:443#CF优选IP 400ms
104.16.72.160:443#CF优选IP 400ms
104.19.230.231:2053#CF优选IP 400ms
104.17.6.110:2053#CF优选IP 400ms
104.16.20.34:2053#CF优选IP 400ms
104.16.92.185:2053#CF优选IP 400ms
104.16.153.0:2053#CF优选IP 400ms
172.66.210.94:2083#CF优选IP 400ms
104.27.72.64:2087#CF优选IP 400ms
162.159.36.175:2087#CF优选IP 400ms
104.16.209.44:443#CF优选IP 401ms
104.18.163.120:443#CF优选IP 401ms
104.24.239.0:2053#CF优选IP 401ms
104.27.28.87:2053#CF优选IP 401ms
104.17.232.4:2053#CF优选IP 401ms
104.17.163.215:2053#CF优选IP 401ms
104.19.15.136:2053#CF优选IP 401ms
104.20.45.48:2087#CF优选IP 401ms
104.25.40.204:2087#CF优选IP 401ms
104.27.31.29:2087#CF优选IP 401ms
104.16.43.184:2087#CF优选IP 401ms
104.16.90.138:2096#CF优选IP 401ms
104.19.83.168:2096#CF优选IP 401ms
104.18.208.16:2096#CF优选IP 401ms
104.19.192.0:443#CF优选IP 402ms
104.16.122.209:2053#CF优选IP 402ms
104.24.67.109:2083#CF优选IP 402ms
104.27.10.224:2083#CF优选IP 402ms
104.16.242.38:2096#CF优选IP 402ms
104.25.101.229:2096#CF优选IP 402ms
104.16.178.190:443#CF优选IP 403ms
104.24.55.238:443#CF优选IP 403ms
104.21.228.109:2087#CF优选IP 403ms
104.16.227.78:2087#CF优选IP 403ms
104.27.127.29:2083#CF优选IP 403ms
104.20.6.250:2083#CF优选IP 403ms
104.16.210.209:2083#CF优选IP 403ms
104.16.235.194:2096#CF优选IP 403ms
104.17.125.213:2096#CF优选IP 403ms
104.25.219.71:2096#CF优选IP 403ms
104.20.13.146:2096#CF优选IP 403ms
104.18.175.253:443#CF优选IP 404ms
104.16.194.84:443#CF优选IP 404ms
104.17.197.148:443#CF优选IP 404ms
104.27.95.111:2053#CF优选IP 404ms
104.16.112.205:2083#CF优选IP 404ms
104.21.233.185:2083#CF优选IP 404ms
104.17.212.36:2083#CF优选IP 404ms
104.19.57.174:2096#CF优选IP 404ms
104.17.223.66:2096#CF优选IP 404ms
104.18.240.143:443#CF优选IP 405ms
